과목명,교수,전공,강의실,요일,강의시간
야외스포츠(골프),류종욱, 전체,체육관116,수,01-04
야외스포츠(골프),신석환, 전체,체육관116,수,05-08
영양과생활,황혜정, 전체,산학322,화,05-08
영화로철학하기,조은평, 전체,산학215,목,09-12
영화영어,션패트릭스토리, 전체,산학217,목,05-08
인터넷마케팅,이동열, 전체,종강209,목,01-04
인터넷마케팅,이동열, 전체,종강209,목,05-08
일본문화의이해,김선희, 전체,산학106,월,05-08
일본문화의이해,김선희, 전체,산학106,수,09-12
중국문화와중국문자,정수국, 전체,온라인(녹화,금,19-20
중급일본어,박경애, 전체,산학218,화,01-04
초급일본어회화1,박경애, 전체,산학218,수,09-12
초급일본어회화2,박경애, 전체,산학218,수,13-16
컴퓨터의이해,김의찬, 전체,종강209,수,09-12
통계학의이해,정희원, 전체,종강209,월,05-08
한국경제의이해,최윤식, 전체,종강208,목,09-12
한국행정의이해,강황선, 전체,e-러닝,,
현대인과정신건강,이은주, 전체,종강201,월,01-04
현대인과정신건강,이은주, 전체,종강201,월,05-08
현대인의다이어트,김지수, 전체,종강203,목,01-04
현대인의다이어트,김지수, 전체,종강203,목,09-12
LET'S GO 지리여행,박종관, 전체,e-러닝,,
TECHNICAL COMMUNICATION,이종연, 전체,상허관320,목,05-08
삶과죽음의철학,서세영, 전체,종강208,월,13-16
한국어인증실습,박혜란, 전체,e-러닝,,
이야기와인간관계,김정은, 전체,종강209,화,05-08
문학과영상,박재인, 전체,종강203,수,05-08
문학과영상,박재인, 전체,종강203,수,09-12
문학예술의심리학,김영관, 전체,e-러닝,,
언론실무전략,동세호, 전체,종강208,수,13-16
생활건강,신세영, 전체,산학215,화,09-12
생활건강,신세영, 전체,산학215,수,01-04
생활건강,진승모, 전체,종강201,금,05-08
서울의역사와문화,김형근, 전체,e-러닝,,
세계속의한국,장보원, 전체,상허관324,월,05-08
소비자이슈와사회트렌드,"노영래, 김진영", 전체,종강202,월,09-12
국제무역학입문,장동한, 전체,e-러닝,,
생명과학과윤리,김지수, 전체,산학106,목,05-08
경제학입문,심춘수, 전체,산학215,금,01-04
경제학입문,양용현, 전체,종강202,목,05-08
과학사,한풍우, 전체,종강208,화,05-08
과학사,한풍우, 전체,종강208,목,13-16
언어의세계,최태환, 전체,종강202,금,05-08
정치학입문,정성은, 전체,상허관123,수,13-16
통일의인문학적이해,"김종곤, 전영선", 전체,온라인(녹화,금,21-22
법과리걸마인드,이계수, 전체,온라인(녹화,금,21-22
대학영어2,션패트릭스토리, 전체,산학217,화,05-08
야수사회의공익과공공인재,강황선, 전체,상허관218,월,13-16
미학과공학디자인,이은아, 전체,산학214,목,09-12
클래식음악여행,권동현, 전체,산학322,수,09-12
클래식음악여행,권동현, 전체,산학322,목,09-12
클래식음악여행,권동현, 전체,산학322,목,13-16
현대인의필수금융법,김태형, 전체,산학202,화,01-04
한중일전쟁사,박삼헌, 전체,사117,수,09-12
기술사회의패러다임,박배진, 전체,온라인(녹화,수,19-20
문화와인문가치,오주연, 전체,종강202,수,05-08
말과승마,이가은, 전체,산학221,수,01-06
아시아공동체론,"이현출, 장보원", 전체,상허관320,목,13-16
한국법의이해(영어),이철송, 전체,e-러닝,,
기상현상의이해,최영은, 전체,종강203,월,05-08
요가와명상,정경화, 전체,체육관206,수,09-12
직장생활관련상식법률,최윤희, 전체,종강201,수,05-08
"판타지영화읽기:판타지영화의이해,분석,활용",박재영, 전체,온라인(녹화,목,19-20
한국사의새로운이해,윤혜민, 전체,종강203,화,05-08
한국사의새로운이해,윤혜민, 전체,종강203,화,09-12
한국사의새로운이해,윤혜민, 전체,종강208,수,05-08
한국사의새로운이해,김인경, 전체,종강203,목,22-23
유학생을위한한국사,손염홍, 전체,산학202,월,05-08
다문화세계의이해,"신인섭, 양명심", 전체,온라인(녹화,월,21-22
엑셀과통계를통해본한국사회,이선희, 전체,생402,화,05-08
빅데이터와소비자만족,조향숙, 전체,산학320,화,13-16
SF와융합인문학적상상력,양선진, 전체,온라인(녹화,금,
재난과안전의골든타임,"신세영, 진승모", 전체,산학322,수,05-08
재난과안전의골든타임,"신세영, 진승모", 전체,산학223,화,22-23
소비자마음읽기,"김시월, 노영래", 전체,온라인(녹화,화,21-22
소비트렌드따라잡기,노영래, 전체,종강202,월,05-08
UNDERSTANDING KOREAN CULTURE,맥키, 전체,산학215,화,01-04
UNDERSTANDING KOREAN CULTURE,맥키, 전체,산학215,금,05-08
중급한국어,손재은, 전체,산학217,목,13-16
초급한국어,박혜란, 전체,산학220,월,13-16
초급한국어,박혜란, 전체,산학220,수,09-12
인구의정치학,이현출, 전체,상허관106,화,13-16
디지털영상창작,송낙원, 전체,e-러닝,,
언어와마음,오은혜, 전체,종강113,화,05-08
사회과학수학,이기성, 전체,종강201,수,13-16
정보통계학,곽화륜, 전체,상허관103,화,07-10
SW심화프로젝트,유승수, 전체,새1006,금,01-04
1인미디어시대속의나,홍유진, 전체,산학214,화,13-16
오페라속의유럽기행,김홍태, 전체,종강201,월,09-11
오페라속의유럽기행,김홍태, 전체,종강201,수,09-11
오페라속의유럽기행,김홍태, 전체,종강201,월,09-11
오페라속의유럽기행,김홍태, 전체,종강201,수,09-11
상허스콜라리움,김시월, 전체,산학223,수,13-16
블록체인기술과비즈니스전략,홍성호, 전체,산학218,목,01-06
청년창업과기업가정신,"김규태, 전유덕, 고혜원, 오영호", 전체,산학220,금,01-06
청년실업의현실과전망,김대환, 전체,상허관106,금,09-12
인도주의적지원과난민바라보기,이혜진, 전체,산학202,목,13-16
유튜브크리에이터채널육성과관련법률,정연덕, 전체,온라인(녹화,목,21-22
소비와행복,"김시월, 김미리", 전체,산학107,수,03-06
역사와함께하는법적정의,황도수, 전체,종강201,화,10-12
역사와함께하는법적정의,황도수, 전체,종강201,목,10-12
교양을위한한문,박혜승, 전체,산학214,수,13-16
대화의지혜와기법,손재은, 전체,산학202,목,09-12
대화의지혜와기법,최수진, 전체,산학215,월,09-12
대화의지혜와기법,최수진, 전체,산학202,토,03-06
한국문학의재발견,김정은, 전체,종강209,화,09-12
윤리와삶,김도식, 전체,종강202,월,13-16
윤리와삶,박민경, 전체,종강203,수,13-16
철학산책,김도식, 전체,종강202,수,01-04
인간과지구,허인혜, 전체,산학106,화,13-16
현대사회와지속가능경영,유재욱, 전체,온라인(녹화,목,19-20
생활속의부동산,신은정, 전체,부204,화,01-04
생활속의부동산,신은정, 전체,종강208,화,22-23
건학이념과성공적인대학생활,박성열, 전체,e-러닝,,
젠더와사회,장보원, 전체,상허관324,월,09-12
디자인과트렌드,이은아, 전체,산학223,목,05-08
디자인과트렌드,오가영, 전체,종강202,수,13-16
패션과스타일링,"송연비, 우승현", 전체,산학223,화,05-08
패션과스타일링,"우승현, 이주현", 전체,산학223,금,05-08
패션과스타일링,"송연비, 이주현", 전체,종강202,화,22-23
예술과리빙트렌드,조서현, 전체,산학223,목,09-12
예술과리빙트렌드,조서현, 전체,산학223,목,13-16
현대예술과미학,김은영, 전체,종강203,월,09-12
영화감상과비평,이주연, 전체,산학223,월,05-08
영화감상과비평,이주연, 전체,산학223,수,05-08
영화감상과비평,신양섭, 전체,산학223,화,09-12
인간행동과사고의심리학,이승진, 전체,종강209,월,09-12
인간행동과사고의심리학,이승진, 전체,종강209,월,13-16
생활경제증권투자,신우용, 전체,종강201,금,01-04
법이란무엇인가,황도수, 전체,종강201,화,13-16
법이란무엇인가,황도수, 전체,종강201,목,13-16
법이란무엇인가,황도수, 전체,종강208,목,22-23
대학생이알아야할정부경영,백형배, 전체,온라인(녹화,목,20-21
글로벌스타트업세미나,위강순, 전체,산학220,화,13-16
기술창업:지식서비스,조현복, 전체,산학217,수,07-12
도시재생뉴딜을활용한소셜벤처,김지연, 전체,산학221,목,01-06
스타트업마케팅과유통세미나,이신화, 전체,산학215,수,13-18
창업금융과투자,홍성호, 전체,산학218,목,09-12
창업기획및실행,강기석, 전체,산학221,월,07-12
창직과창업로드맵,정현호, 전체,산학222,월,07-12
상실과회복,김길수, 전체,새1211,목,03-06
생애주기별영양과운동,황혜정, 전체,산학322,화,09-12
기계학습의이해,김룡빈, 전체,e-러닝,,
딥러닝의이해,이기승, 전체,e-러닝,,
한국문화콘텐츠의이해(국제),권희주, 전체,종강202,화,05-08
모빌리티와인간의삶,"김주영, 이진형, 김태희, 신인섭", 전체,종강203,월,13-16
자원봉사의이해와실습,송지호, 전체,종강204,화,13-16
자원봉사의이해와실습,이예슬, 전체,종강204,목,09-12
ESG와시민의행동,송지호, 전체,종강204,화,09-12
ESG와시민의행동,이예슬, 전체,종강204,목,13-16
혁신경영입문,임채성, 전체,e-러닝,,
심미적사회와혐오의문화,"김종갑, 주기화", 전체,산학215,월,05-08
팬데믹이후의공공철학,강황선, 전체,상허관425,화,13-16
데이터베이스와알고리즘,김현정, 전체,새304,화,01-04
빅데이터분석과활용,오경선, 전체,새301,수,13-16
인간발달과행복심리학,이승진, 전체,종강208,월,05-08
동아시아를관통하는문화콘텐츠,이영섭, 전체,종강201,목,05-08
캐릭터의문화사,김경리, 전체,산학214,목,13-16
레오나르도다빈치따라잡기,정연덕, 전체,종강209,목,09-12
문학으로읽는인권,이계수, 전체,종강203,화,13-16
반려견법률상식,홍완식, 전체,종강210,월,03-06
하모니인건국,"유승공, 권동현", 전체,산학322,월,13-16
가이아에서개와함께춤을,임지연, 전체,산학202,수,05-08
1인미디어시대속의나,홍유진, 전체,종강203,화,22-23
배양공학및실험,김형주, 생물공,신공614,월,13-16
배양공학및실험,김형주, 생물공,공B551,목,09-12
배양공학및실험,김형주, 생물공,신공614,화,13-16
배양공학및실험,김형주, 생물공,공B551,목,09-12
전기전자기초실험2,유승수," 전기공학과, 전자공, 전기전자공학부",신공1113,월,13-19
전기전자기초실험2,유승수," 전기공학과, 전자공, 전기전자공학부",신공1113,화,13-19
전기전자기초실험2,유승수," 전기공학과, 전자공, 전기전자공학부",신공1113,수,13-19
전기전자기초실험2,유승수," 전기공학과, 전자공, 전기전자공학부",신공1113,목,13-19
전기전자기초실험2,유승수," 전기공학과, 전자공, 전기전자공학부",신공1113,금,13-19
전기전자기초실험2,주학림," 전기공학과, 전자공, 전기전자공학부",신공507,월,13-19
전기전자기초실험2,주학림," 전기공학과, 전자공, 전기전자공학부",신공507,화,13-19
전기전자기초실험2,주학림," 전기공학과, 전자공, 전기전자공학부",신공507,수,13-19
전기전자기초실험2,"이도홍, 김종우"," 전기공학과, 전자공, 전기전자공학부",신공507,목,13-19
전기전자심화설계및소프트웨어실습,"조용범, 장서진, 유위"," 전기공학과, 전자공, 전기전자공학부",신공1203,수,13-19
전기전자심화설계및소프트웨어실습,"조용범, 장서진, 유위"," 전기공학과, 전자공, 전기전자공학부",신공1017,목,13-19
전기전자심화설계및소프트웨어실습,"조용범, 장서진, 유위"," 전기공학과, 전자공, 전기전자공학부",신공1017,금,13-19
전기전자심화설계및소프트웨어실습,구현철," 전기공학과, 전자공, 전기전자공학부",신공1017,화,13-19
전기전자심화설계및소프트웨어실습,구현철," 전기공학과, 전자공, 전기전자공학부",신공1017,수,13-19
전기전자심화설계및소프트웨어실습,안형근," 전기공학과, 전자공, 전기전자공학부",공C486,수,13-19
전기전자심화설계및소프트웨어실습,조영훈," 전기공학과, 전자공, 전기전자공학부",공C486,화,13-19
전기전자심화설계및소프트웨어실습,이두희," 전기공학과, 전자공, 전기전자공학부",새204,목,13-19
전기전자종합설계및소프트웨어실습,김현우," 전기공학과, 전자공, 전기전자공학부",공C481-1,화,13-19
동역학,정태건," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",e-러닝,,
동역학,김창주," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B457-1,월,10-12
동역학,김창주," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B457-1,수,10-12
유체역학,나양," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공A406,월,10-12
유체역학,나양," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공A406,수,10-12
유체역학,김성균," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공A406,화,04-06
유체역학,김성균," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공A406,목,04-06
유체역학,김성진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B360,월,10-12
